,laptop_ID,Company,Product,TypeName,Cpu,Ram,Gpu,OpSys,Weight,Price_euros,Touchscreen,IPS,PPI,Cpu_brand,HDD,SSD,Gpu_brand,log_price
456,463,Dell,Alienware 17,Notebook,Intel Core i7 7700HQ 2.7GHz,8,Nvidia GeForce GTX 1060,Windows 10,4.42,2046.0,0,1,127.33567457123111,Intel Core i7,1000,0,Nvidia,7.6236419465115715
457,464,Microsoft,Surface Laptop,Ultrabook,Intel Core M m3-7Y30 2.2GHz,4,Intel HD Graphics 615,Windows 10 S,1.252,989.0,1,0,200.84255993695703,Other Intel Processor,0,128,Intel,6.8966943316227125
458,465,Microsoft,Surface Laptop,Ultrabook,Intel Core i7 7660U 2.5GHz,8,Intel Iris Plus Graphics 640,Windows 10 S,1.25,1799.0,1,0,200.84255993695703,Intel Core i7,0,256,Intel,7.4949862339505335
459,466,HP,17-BS092ND (i3-6006U/8GB/256GB/W10),Notebook,Intel Core i3 6006U 2GHz,8,Intel HD Graphics 520,Windows 10,2.5,639.9,0,0,106.11306214269258,Intel Core i3,0,256,Intel,6.461311914145415
460,467,Acer,Aspire E5-576G,Notebook,Intel Core i3 6006U 2GHz,4,Nvidia GeForce 940MX,Windows 10,2.23,544.0,0,0,141.21199808219862,Intel Core i3,1000,0,Nvidia,6.298949246855942
461,468,Acer,TravelMate B,Netbook,Intel Celeron Dual Core N3060 1.6GHz,4,Intel HD Graphics 400,Windows 10,1.4,435.0,0,0,135.0942111925629,Other Intel Processor,0,128,Intel,6.075346031088684
462,469,Asus,Pro P2540UA-AB51,Notebook,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,Windows 10,2.37,749.0,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,6.618738983517219
463,470,Lenovo,IdeaPad 510s-14IKB,Notebook,Intel Core i7 7500U 2.7GHz,8,AMD Radeon R7 M460,No OS,1.5,799.0,0,1,157.3505121487356,Intel Core i7,0,512,AMD,6.683360945766275
464,471,Lenovo,Thinkpad P51,Notebook,Intel Core i7 7820HQ 2.9GHz,8,Nvidia Quadro M2200M,Windows 10,2.67,2090.0,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,7.644919344958857
465,472,Asus,X541NA-PD1003Y (N4200/4GB/500GB/W10),Notebook,Intel Pentium Quad Core N4200 1.1GHz,4,Intel HD Graphics 500,Windows 10,2,304.0,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,5.717027701406222
466,473,Acer,Aspire 5,Notebook,Intel Core i3 6006U 2GHz,4,Nvidia GeForce GTX 940MX,Windows 10,2.2,469.0,0,0,100.45466986113651,Intel Core i3,500,0,Nvidia,6.150602768446279
467,474,Dell,Inspiron 5570,Notebook,Intel Core i5 8250U 1.6GHz,8,AMD Radeon 530,Windows 10,2.02,759.0,0,0,141.21199808219862,Intel Core i5,2000,0,AMD,6.63200177739563
468,475,HP,Omen 17-an006nv,Gaming,Intel Core i7 7700HQ 2.8GHz,12,Nvidia GeForce GTX 1060,Windows 10,3.78,1699.0,0,1,127.33567457123111,Intel Core i7,1000,0,Nvidia,7.4377951216719325
469,476,Lenovo,Thinkpad T460s,Ultrabook,Intel Core i7 6600U 2.6GHz,12,Intel HD Graphics 520,Windows 10,1.4,1858.0,0,1,209.8006828649808,Intel Core i7,0,256,Intel,7.527255919373784
470,477,HP,Spectre x360,2 in 1 Convertible,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,Windows 10,1.29,1999.0,1,1,331.2642361026012,Intel Core i7,0,512,Intel,7.6004023345004
471,478,HP,ZBook 15u,Notebook,Intel Core i5 7200U 2.5GHz,8,AMD FirePro W4190M ,Windows 10,1.9,1154.0,0,0,141.21199808219862,Intel Core i5,500,0,AMD,7.050989447068045
472,479,Google,Pixelbook (Core,Ultrabook,Intel Core i5 7Y57 1.2GHz,8,Intel HD Graphics 615,Chrome OS,1.1,1275.0,1,0,234.50740003017813,Intel Core i5,0,128,Intel,7.150701457592526
473,480,Dell,Latitude 7390,Ultrabook,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,Windows 10,1.42,1841.85,1,0,165.6321180513006,Intel Core i5,0,256,Intel,7.518525780274631
474,481,Asus,ZenBook Pro,Notebook,Intel Core i7 6700HQ 2.6GHz,12,Intel HD Graphics 530,Windows 10,2.06,1299.0,0,1,282.42399616439724,Intel Core i7,1000,128,Intel,7.1693500166706
475,482,Dell,Latitude E5470,Notebook,Intel Core i3 6100U 2.3GHz,8,Intel HD Graphics 520,Windows 10,1.79,740.0,0,0,111.93520355955211,Intel Core i3,0,128,Intel,6.606650186198215
476,483,Dell,Precision M5520,Workstation,Intel Core i7 7700HQ 2.8GHz,8,Nvidia Quadro M1200,Windows 10,1.78,2408.0,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,7.786551806428712
477,484,Lenovo,Thinkpad T470,Notebook,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,Windows 10,1.7,1364.0,0,0,157.3505121487356,Intel Core i5,0,180,Intel,7.218176838403408
478,485,Dell,Inspiron 3576,Notebook,Intel Core i5 8250U 1.6GHz,8,AMD Radeon 520,Windows 10,2.2,675.0,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,6.51471269087253
479,486,Toshiba,Portege X30-D-10J,Notebook,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,Windows 10,1.05,1672.0,0,1,165.6321180513006,Intel Core i5,0,256,Intel,7.421775793644647
480,487,Dell,Inspiron 7570,Notebook,Intel Core i7 8550U 1.8GHz,8,Nvidia GeForce 940MX,Windows 10,2.16,1262.0,0,1,141.21199808219862,Intel Core i7,0,512,Nvidia,7.140453043101158
481,488,Dell,Vostro 3568,Notebook,Intel Core i3 7100U 2.4GHz,4,Intel HD Graphics 620,Windows 10,2.18,586.6,0,0,100.45466986113651,Intel Core i3,1000,0,Intel,6.37434315654335
482,489,HP,ProBook 430,Notebook,Intel Core i5 8250U 1.6GHz,4,Intel UHD Graphics 620,Windows 10,1.49,726.0,0,1,165.6321180513006,Intel Core i5,0,128,Intel,6.587550014824796
483,490,Chuwi,"Lapbook 15,6",Notebook,Intel Atom x5-Z8350 1.44GHz,4,Intel HD Graphics,Windows 10,1.89,248.9,0,0,141.21199808219862,Other Intel Processor,0,0,Intel,5.517051209373546
484,491,Lenovo,ThinkPad E570,Notebook,Intel Core i3 6006U 2.0GHz,4,Intel HD Graphics 520,Windows 10,2.3,565.0,0,0,100.45466986113651,Intel Core i3,0,128,Intel,6.336825731146441
485,492,Lenovo,ThinkPad E480,Notebook,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,Windows 10,1.75,1049.0,0,1,157.3505121487356,Intel Core i5,0,256,Intel,6.955592608396297
486,493,Dell,Precision 3520,Workstation,Intel Core i7 6820HQ 2.7GHz,16,Nvidia Quadro M620,Windows 10,2.17,2338.0,0,1,141.21199808219862,Intel Core i7,0,512,Nvidia,7.757051142032013
487,494,Dell,XPS 15,Notebook,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050,Windows 10,2.06,1899.0,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,7.549082710812286
488,495,Lenovo,Thinkpad X270,Ultrabook,Intel Core i7 7500U 2.7GHz,16,Intel HD Graphics 620,Windows 10,1.36,1798.0,0,1,176.23257360658386,Intel Core i7,0,512,Intel,7.494430215031565
489,496,Asus,Zenbook UX390UA,Ultrabook,Intel Core i7 7500U 2.7GHz,16,Intel HD Graphics 620,Windows 10,0.91,1950.0,0,0,176.23257360658386,Intel Core i7,0,512,Intel,7.575584651557793
490,497,Lenovo,Thinkpad E570,Notebook,Intel Core i5 7200U 2.5GHz,8,Nvidia GeForce 940MX,Windows 10,2.3,1011.99,0,1,141.21199808219862,Intel Core i5,0,256,Nvidia,6.9196739683756645
491,498,Toshiba,Portege X30-D-10L,Ultrabook,Intel Core i7 7500U 2.7GHz,32,Intel HD Graphics 620,Windows 10,1.05,2799.0,1,0,165.6321180513006,Intel Core i7,0,512,Intel,7.937017489515454
492,499,Asus,VivoBook Pro,Gaming,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050,Windows 10,1.99,1350.0,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,7.2078598714324755
493,500,Acer,Aspire 5,Notebook,AMD A10-Series 9620P 2.5GHz,8,AMD Radeon RX 540,Windows 10,2.2,579.0,0,0,100.45466986113651,AMD Processor,1000,0,AMD,6.361302477572996
494,501,Asus,Rog G752VL-UH71T,Gaming,Intel Core i7 6700HQ 2.6GHz,24,Nvidia GeForce GTX 965M,Windows 10,4.33,1269.0,1,1,127.33567457123111,Intel Core i7,1000,256,Nvidia,7.1459844677143876
495,502,Lenovo,Thinkpad X260,Ultrabook,Intel Core i5 6200U 2.3GHz,8,Intel HD Graphics 520,Windows 10,1.3,1099.0,0,1,125.36742798669837,Intel Core i5,0,180,Intel,7.002155954403621
496,503,Lenovo,Ideapad 520-15IKBR,Notebook,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,Windows 10,2.17,898.9,0,0,141.21199808219862,Intel Core i7,0,256,Intel,6.801171793579353
497,504,HP,EliteBook 840,Notebook,Intel Core i7 7600U 2.8GHz,8,Intel HD Graphics 620,Windows 10,1.48,1749.0,0,0,157.3505121487356,Intel Core i7,0,1000,Intel,7.466799475018602
498,505,Lenovo,ThinkPad 13,Notebook,Intel Core i3 7100U 2.4GHz,8,Intel HD Graphics 620,Windows 10,1.4,949.0,0,1,165.6321180513006,Intel Core i3,0,256,Intel,6.855408798609928
499,506,Lenovo,ThinkPad L570,Notebook,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,Windows 10,2.3,911.0,0,1,141.21199808219862,Intel Core i5,0,256,Intel,6.814542897259958
500,507,Asus,VivoBook E201NA,Netbook,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,Windows 10 S,1.2,340.0,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,5.8289456176102075
501,508,HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Notebook,Intel Core i5 7200U 2.5GHz,8,AMD Radeon 520,Windows 10,1.91,618.99,0,0,100.45466986113651,Intel Core i5,0,256,AMD,6.428089117465248
502,509,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,Windows 10,1.4,1599.0,1,1,158.48253022174808,Intel Core i5,0,256,Intel,7.377133712833954
503,510,Lenovo,IdeaPad 320-14IAP,Notebook,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,Windows 10,2.1,299.0,0,0,111.93520355955211,Other Intel Processor,500,0,Intel,5.700443573390687
504,511,Lenovo,Chromebook N23,Netbook,Intel Celeron Dual Core N3060 1.6GHz,4,Intel HD Graphics 400,Chrome OS,1.25,265.0,0,0,135.0942111925629,Other Intel Processor,0,16,Intel,5.579729825986222
505,512,Lenovo,ThinkPad 13,Notebook,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,Windows 10,1.44,949.0,0,0,165.6321180513006,Intel Core i5,0,256,Intel,6.855408798609928
506,513,Asus,ZenBook UX510UX-CN211T,Notebook,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,Windows 10,2,1224.0,0,0,141.21199808219862,Intel Core i7,1000,256,Intel,7.1098794630722715
507,514,Acer,Aspire A515-51G-59QF,Notebook,Intel Core i5 8250U 1.6GHz,4,Nvidia GeForce MX150,Windows 10,2.2,613.0,0,1,141.21199808219862,Intel Core i5,1000,0,Nvidia,6.418364935936212
508,515,HP,Envy 13-AB002nv,Ultrabook,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,Windows 10,1.34,1323.0,0,1,165.6321180513006,Intel Core i7,0,512,Intel,7.187657164114956
509,516,Lenovo,Legion Y520-15IKBN,Gaming,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1060,No OS,2.4,1149.0,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,7.046647277848756
510,517,Dell,XPS 13,Ultrabook,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,Windows 10,1.29,899.0,1,1,165.6321180513006,Intel Core i5,0,128,Intel,6.80128303447162
511,518,Acer,Aspire A515-51G,Notebook,Intel Core i7 7500U 2.7GHz,4,Nvidia GeForce 940MX,Windows 10,2.2,639.0,0,0,141.21199808219862,Intel Core i7,500,0,Nvidia,6.459904454377535
512,519,Dell,Vostro 5568,Notebook,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,Windows 10,2.18,836.0,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,6.728628613084702
513,520,Dell,Inspiron 5570,Notebook,Intel Core i7 8550U 1.8GHz,16,AMD Radeon 530,Windows 10,2.2,1219.24,0,0,141.21199808219862,Intel Core i7,2000,256,AMD,7.105982992793148
514,521,Xiaomi,Mi Notebook,Notebook,Intel Core i7 8550U 1.8GHz,16,Nvidia GeForce MX150,No OS,1.95,1399.95,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,7.244191800679865
515,522,Asus,VivoBook E12,Netbook,Intel Celeron Dual Core N3350 1.1GHz,2,Intel HD Graphics 500,Windows 10,1.1,245.0,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,5.501258210544727
516,523,HP,15-bs190od (i5-8250U/4GB/1TB/W10),Notebook,Intel Core i5 8250U 1.6GHz,4,Intel UHD Graphics 620,Windows 10,2.04,521.47,1,0,100.45466986113651,Intel Core i5,1000,0,Intel,6.256651746419871
517,524,Asus,ROG Zephyrus,Gaming,Intel Core i7 7700HQ 2.8GHz,24,Nvidia GeForce GTX1080,Windows 10,2.24,2968.0,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,7.995643604287271
518,525,HP,Probook 450,Notebook,Intel Core i5 7200U 2.5GHz,8,Nvidia GeForce 930MX,Windows 10,2.04,889.0,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,6.790097235513905
519,526,Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,Gaming,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX1050 Ti,Windows 10,3,1504.0,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,7.315883504509785
520,527,Lenovo,Legion Y720-15IKB,Gaming,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1060,Windows 10,3.2,1399.0,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,7.243512974665482
521,528,HP,Spectre X360,Ultrabook,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,Windows 10,1.32,1399.0,0,1,165.6321180513006,Intel Core i7,0,256,Intel,7.243512974665482
522,529,Dell,Latitude 5480,Notebook,Intel Core i5 7300U 2.6GHz,8,Intel HD Graphics 620,Windows 10,1.64,1279.73,0,0,157.3505121487356,Intel Core i5,0,256,Intel,7.154404397163219
523,530,HP,ProBook 440,Notebook,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,Windows 10,1.63,689.0,0,0,100.45466986113651,Intel Core i3,0,128,Intel,6.535241271013659
524,531,Dell,Inspiron 5770,Notebook,Intel Core i5 8250U 1.6GHz,8,AMD Radeon 530,Linux,2.8,889.0,0,1,127.33567457123111,Intel Core i5,1000,128,AMD,6.790097235513905
525,532,Lenovo,ThinkPad L470,Notebook,Intel Core i5 6200U 2.3GHz,8,Intel HD Graphics 520,Windows 7,2.02,1340.0,0,0,157.3505121487356,Intel Core i5,0,256,Intel,7.200424892944957
526,533,Lenovo,IdeaPad 320-15IKB,Notebook,Intel Core i7 7500U 2.7GHz,4,Nvidia GeForce 920MX,Windows 10,2.2,799.0,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,6.683360945766275
527,534,Lenovo,IdeaPad 320-15ISK,Notebook,Intel Core i3 6006U 2GHz,8,Nvidia GeForce 920MX ,No OS,2.2,459.0,0,0,100.45466986113651,Intel Core i3,2000,0,Nvidia,6.129050210060545
528,535,Dell,Inspiron 3567,Notebook,Intel Core i5 7200U 2.5GHz,4,AMD Radeon R5 M430,Windows 10,2.3,585.0,0,0,141.21199808219862,Intel Core i5,500,0,AMD,6.371611847231857
529,536,Dell,Latitude 5580,Notebook,Intel Core i5 7440HQ 2.8GHz,8,Intel HD Graphics 620,Windows 10,1.9,1377.0,0,0,141.21199808219862,Intel Core i5,0,256,Intel,7.227662498728654
530,537,Dell,Alienware 17,Gaming,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1070,Windows 10,4.42,3012.77,0,1,127.33567457123111,Intel Core i7,1000,128,Nvidia,8.010615200338707
531,538,Toshiba,Satellite Pro,Notebook,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,Windows 10,2.0,860.0,0,1,141.21199808219862,Intel Core i5,500,0,Intel,6.756932389247553
532,539,Asus,Zenbook UX510UW-FI095T,Notebook,Intel Core i7 7500U 2.7GHz,8,Nvidia GeForce GTX 960M,Windows 10,2,1299.0,0,1,282.42399616439724,Intel Core i7,1000,256,Nvidia,7.1693500166706
533,540,Mediacom,SmartBook Edge,Notebook,Intel Celeron Quad Core N3450 1.1GHz,4,Intel HD Graphics 500,Windows 10,1.2,369.0,0,1,165.6321180513006,Other Intel Processor,0,32,Intel,5.910796644040527
534,541,Asus,ROG Strix,Gaming,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1060,Windows 10,2.3,1649.0,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia,7.407924322559599
535,542,Dell,Latitude 5580,Notebook,Intel Core i7 7600U 2.8GHz,8,Nvidia GeForce 930MX,Windows 10,1.93,1369.0,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,7.221835825288449
536,543,Dell,Inspiron 5570,Notebook,Intel Core i5 8250U 1.6GHz,8,AMD Radeon 530,Windows 10,2.2,797.41,0,0,141.21199808219862,Intel Core i5,0,256,AMD,6.681368975626082
537,544,HP,250 G6,Notebook,Intel Pentium Quad Core N3710 1.6GHz,4,Intel HD Graphics 405,Windows 10,1.86,398.99,0,0,141.21199808219862,Other Intel Processor,0,256,Intel,5.988936353919148
538,545,HP,Omen 15-ce006nv,Gaming,Intel Core i7 7700HQ 2.8GHz,12,Nvidia GeForce GTX 1060,Windows 10,2.62,1799.0,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia,7.4949862339505335
539,546,Lenovo,Thinkpad E470,Notebook,Intel Core i7 7500U 2.7GHz,8,Nvidia GeForce 940MX,Windows 10,1.87,859.0,0,1,157.3505121487356,Intel Core i7,0,256,Nvidia,6.755768921984255
540,547,Dell,XPS 13,Ultrabook,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,Windows 10,1.2,1399.0,1,0,276.053530085501,Intel Core i7,0,256,Intel,7.243512974665482
541,548,Dell,Vostro 5468,Notebook,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,Windows 10,1.6,735.87,0,0,157.3505121487356,Intel Core i3,0,128,Intel,6.601053472693101
542,549,HP,Envy 13-AB020nr,Ultrabook,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,Windows 10,1.34,1145.0,0,1,276.053530085501,Intel Core i7,0,256,Intel,7.0431599159883405
543,550,Acer,Aspire 7,Gaming,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1050,Linux,2.4,798.0,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,6.682108597449809
544,551,Asus,VivoBook X540YA-XX519T,Notebook,AMD E-Series 7110 1.8GHz,4,AMD Radeon R2 Graphics,Windows 10,2,349.0,0,0,100.45466986113651,AMD Processor,500,0,AMD,5.855071922202427
545,552,HP,ProBook 450,Notebook,Intel Core i3 7100U 2.4GHz,4,Intel HD Graphics 620,Windows 10,2.1,705.5,0,0,141.21199808219862,Intel Core i3,0,128,Intel,6.558906771292869
546,553,Lenovo,ThinkPad E470,Notebook,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,Windows 10,1.87,785.0,0,0,157.3505121487356,Intel Core i5,500,0,Intel,6.665683717782408
547,554,Lenovo,V310-15ISK (i5-6200U/4GB/1TB/FHD/No,Notebook,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,No OS,2.15,462.35,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,6.136322180023647
548,555,HP,250 G6,Notebook,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,Windows 10,1.86,397.0,0,0,141.21199808219862,Intel Core i3,500,0,Intel,5.983936280687191
549,556,Lenovo,ThinkPad T570,Notebook,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,Windows 10,1.99,1729.0,0,1,141.21199808219862,Intel Core i7,0,512,Intel,7.455298485683291
550,557,Lenovo,IdeaPad 320-15ISK,Notebook,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,Windows 10,2.2,499.0,0,0,141.21199808219862,Intel Core i3,0,128,Intel,6.212606095751519
551,558,Dell,Latitude 5580,Notebook,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,Windows 10,1.9,1116.99,0,0,141.21199808219862,Intel Core i5,0,256,Intel,7.018392846477649
552,559,Dell,Alienware 17,Gaming,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1070,Windows 10,4.42,2699.0,0,1,127.33567457123111,Intel Core i7,1000,256,Nvidia,7.900636613018005
553,560,HP,17-X047na (i3-6006U/8GB/1TB/W10),Notebook,Intel Core i3 6006U 2GHz,8,Intel HD Graphics 520,Windows 10,2.65,544.15,0,0,106.11306214269258,Intel Core i3,1000,0,Intel,6.299224944142071
554,561,HP,ProBook 470,Notebook,Intel Core i7 7500U 2.7GHz,8,Nvidia GeForce 930MX,Windows 10,2.63,1280.0,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia,7.154615356913663
555,562,Asus,A541NA-GO342 (N3350/4GB/500GB/Linux),Notebook,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,Linux,2,224.0,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,5.4116460518550396
556,563,Mediacom,SmartBook 130,Notebook,Intel Atom x5-Z8350 1.44GHz,4,Intel HD Graphics,Windows 10,1.35,255.0,0,1,165.6321180513006,Other Intel Processor,0,0,Intel,5.541263545158426
557,564,Lenovo,IdeaPad 320-17IKB,Notebook,Intel Core i7 7500U 2.7GHz,6,Nvidia GeForce 940MX,Windows 10,2.8,949.0,0,0,106.11306214269258,Intel Core i7,1000,128,Nvidia,6.855408798609928
558,565,HP,15-bw007nv (A10-9620P/6GB/128GB/Radeon,Notebook,AMD A10-Series A10-9620P 2.5GHz,6,AMD Radeon 530,Windows 10,1.91,568.9,0,1,141.21199808219862,AMD Processor,0,128,AMD,6.343704671756601
559,566,Dell,Vostro 3568,Notebook,Intel Core i3 6006U 2GHz,4,AMD Radeon R5 M420,Windows 10,2.18,617.9,0,0,100.45466986113651,Intel Core i3,1000,0,AMD,6.426326632066933
560,567,Acer,Spin SP111-31,2 in 1 Convertible,Intel Celeron Dual Core N3350 2.0GHz,4,Intel HD Graphics 500,Windows 10,1.25,349.0,1,1,189.90579052433606,Other Intel Processor,0,0,Intel,5.855071922202427
561,568,Lenovo,V330-15IKB (i3-7130U/4GB/128GB/FHD/W10),Notebook,Intel Core i3 7130U 2.7GHz,4,Intel HD Graphics 620,Windows 10,2.05,630.0,0,0,141.21199808219862,Intel Core i3,0,128,Intel,6.4457198193855785
562,569,HP,EliteBook 1030,Ultrabook,Intel Core M 6Y75 1.2GHz,16,Intel HD Graphics 515,Windows 10,1.16,1965.0,1,1,276.053530085501,Other Intel Processor,0,512,Intel,7.583247524303362
563,570,Lenovo,Thinkpad P71,Notebook,Intel Core i7 7700HQ 2.8GHz,8,Nvidia Quadro M620M,Windows 10,3.4,2999.0,0,1,127.33567457123111,Intel Core i7,0,256,Nvidia,8.00603417874901
564,571,Asus,FX553VD-DM627T (i5-7300HQ/8GB/1TB,Notebook,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1050,Windows 10,2.5,839.0,0,0,141.21199808219862,Intel Core i5,1000,128,Nvidia,6.732210706467206
565,572,Dell,XPS 13,Ultrabook,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,Windows 10,1.21,1599.0,1,1,331.2642361026012,Intel Core i5,0,128,Intel,7.377133712833954
566,573,Dell,Latitude 5580,Notebook,Intel Core i5 7300U 2.6GHz,4,Intel HD Graphics 620,Windows 10,1.93,959.0,0,0,100.45466986113651,Intel Core i5,500,0,Intel,6.8658910748834385
567,574,Fujitsu,Lifebook A557,Notebook,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,Windows 10,2.2,739.0,0,0,100.45466986113651,Intel Core i5,1000,0,Intel,6.6052979209482015
568,575,Lenovo,IdeaPad 320-15IAP,Notebook,Intel Pentium Quad Core N4200 1.1GHz,4,Intel HD Graphics 505,Windows 10,2.2,344.0,0,0,141.21199808219862,Other Intel Processor,500,0,Intel,5.840641657373398
569,576,Lenovo,ThinkPad L470,Notebook,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,Windows 10,2.02,990.0,0,0,111.93520355955211,Intel Core i5,500,0,Intel,6.897704943128636
570,577,HP,ZBook 17,Workstation,Intel Core i5 7440HQ 2.8GHz,8,Nvidia Quadro M1200,Windows 10,3.14,1860.99,0,0,106.11306214269258,Intel Core i5,500,0,Nvidia,7.528863883172682
571,578,HP,14-am079na (N3710/8GB/2TB/W10),Notebook,Intel Pentium Quad Core N3710 1.6GHz,8,Intel HD Graphics 405,Windows 10,1.94,389.0,0,0,111.93520355955211,Other Intel Processor,2000,0,Intel,5.963579343618446
572,579,HP,15-cd005nv (A9-9420/6GB/256GB/Radeon,Notebook,AMD A9-Series A9-9420 3GHz,6,AMD Radeon 530,Windows 10,1.95,649.0,0,1,141.21199808219862,AMD Processor,0,256,AMD,6.47543271670409
573,580,Lenovo,Thinkpad E570,Notebook,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,Windows 10,2.3,830.0,0,0,141.21199808219862,Intel Core i5,0,256,Intel,6.721425700790643
574,581,Lenovo,V330-15IKB (i5-8250U/4GB/500GB/FHD/W10),Notebook,Intel Core i5 8250U 1.6GHz,4,Intel HD Graphics 620,Windows 10,2.05,685.0,0,0,141.21199808219862,Intel Core i5,500,0,Intel,6.529418838262226
575,582,Mediacom,SmartBook 141,Notebook,Intel Atom x5-Z8350 1.44GHz,4,Intel HD Graphics,Windows 10,1.4,249.0,0,0,157.3505121487356,Other Intel Processor,0,32,Intel,5.517452896464707
576,583,Toshiba,Tecra X40-D-10H,Ultrabook,Intel Core i7 7500U 2.7GHz,16,Intel HD Graphics 620,Windows 10,1.24,1865.0,1,0,157.3505121487356,Intel Core i7,0,512,Intel,7.5310163320779155
577,584,Lenovo,IdeaPad Y910-17ISK,Gaming,Intel Core i7 6820HK 2.7GHz,32,Nvidia GeForce GTX 1070,Windows 10,4.6,2663.0,0,1,127.33567457123111,Intel Core i7,1000,256,Nvidia,7.887208585813932
578,585,MSI,GT73VR Titan,Gaming,Intel Core i7 7820HK 2.9GHz,16,Nvidia GeForce GTX 1070,Windows 10,4.14,2729.0,0,0,127.33567457123111,Intel Core i7,1000,512,Nvidia,7.911690520708339
579,586,Dell,Inspiron 3567,Notebook,Intel Core i7 7500U 2.7GHz,8,AMD Radeon R5 M430,Linux,2.2,749.01,0,0,141.21199808219862,Intel Core i7,0,256,AMD,6.618752334562941
